      0,29: B1<-C11: target-info([day=1, hour=0, minute=0, total-minute=0, latitude=33.857143, longitude=128.358333, x=9, y=8, x-100=950, y-100=850, id=Seabreeze, entity-type=oil-tanker, value=10, speed=0.0, heading=90, direction=east, cargo=crude oil, country=South Korea, info-type=new-target, source-sensor=ais-sensor, port-achieved=false, port-id=none, previous-port=none])
      75,859: B1<-C11: target-info([day=1, hour=18, minute=45, total-minute=1125, latitude=34.074286, longitude=130.397083, x=16, y=7, x-100=1649, y-100=755, id=Seabreeze, entity-type=oil-tanker, value=10, speed=18.0, heading=179, direction=south, cargo=crude oil, country=South Korea, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=Fukuoka, previous-port=Busan])
      75,860: B1<-C11: target-info([day=1, hour=18, minute=45, total-minute=1125, latitude=33.699429, longitude=129.91875, x=14, y=9, x-100=1485, y-100=919, id=Shinkai, entity-type=oil-tanker, value=10, speed=6.0, heading=65, direction=east, cargo=refined petroleum, country=Japan, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=Fukuoka, previous-port=Nagasaki])
      76,869: B1<-C11: target-info([day=1, hour=19, minute=0, total-minute=1140, latitude=33.706286, longitude=129.933333, x=14, y=9, x-100=1490, y-100=916, id=Shinkai, entity-type=oil-tanker, value=10, speed=6.0, heading=65, direction=east, cargo=refined petroleum, country=Japan, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=Fukuoka, previous-port=Nagasaki])
      76,870: B1<-C11: target-info([day=1, hour=19, minute=0, total-minute=1140, latitude=34.033143, longitude=130.397083, x=16, y=7, x-100=1649, y-100=773, id=Seabreeze, entity-type=oil-tanker, value=10, speed=18.0, heading=179, direction=south, cargo=crude oil, country=South Korea, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=Fukuoka, previous-port=Busan])
      77,879: B1<-C11: target-info([day=1, hour=19, minute=15, total-minute=1155, latitude=33.992, longitude=130.397083, x=16, y=7, x-100=1649, y-100=791, id=Seabreeze, entity-type=oil-tanker, value=10, speed=18.0, heading=179, direction=south, cargo=crude oil, country=South Korea, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=Fukuoka, previous-port=Busan])
      77,880: B1<-C11: target-info([day=1, hour=19, minute=15, total-minute=1155, latitude=33.713143, longitude=129.947917, x=14, y=9, x-100=1495, y-100=913, id=Shinkai, entity-type=oil-tanker, value=10, speed=6.0, heading=65, direction=east, cargo=refined petroleum, country=Japan, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=Fukuoka, previous-port=Nagasaki])
      78,889: B1<-C11: target-info([day=1, hour=19, minute=30, total-minute=1170, latitude=33.950857, longitude=130.397083, x=16, y=8, x-100=1649, y-100=809, id=Seabreeze, entity-type=oil-tanker, value=10, speed=18.0, heading=179, direction=south, cargo=crude oil, country=South Korea, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=Fukuoka, previous-port=Busan])
      78,890: B1<-C11: target-info([day=1, hour=19, minute=30, total-minute=1170, latitude=33.72, longitude=129.9625, x=15, y=9, x-100=1500, y-100=910, id=Shinkai, entity-type=oil-tanker, value=10, speed=6.0, heading=65, direction=east, cargo=refined petroleum, country=Japan, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=Fukuoka, previous-port=Nagasaki])
      79,900: B1<-C11: target-info([day=1, hour=19, minute=45, total-minute=1185, latitude=33.749714, longitude=130.04125, x=15, y=8, x-100=1527, y-100=897, id=Shinkai, entity-type=oil-tanker, value=10, speed=30.0, heading=65, direction=east, cargo=refined petroleum, country=Japan, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=Fukuoka, previous-port=Nagasaki])
      79,901: B1<-C11: target-info([day=1, hour=19, minute=45, total-minute=1185, latitude=33.950857, longitude=130.397083, x=16, y=8, x-100=1649, y-100=809, id=Seabreeze, entity-type=oil-tanker, value=10, speed=0.0, heading=179, direction=south, cargo=crude oil, country=South Korea, info-type=update-target, source-sensor=ais-sensor, port-achieved=true, port-id=Fukuoka, previous-port=Busan])
      80,908: B1<-C11: target-info([day=1, hour=20, minute=0, total-minute=1200, latitude=33.754286, longitude=130.05875, x=15, y=8, x-100=1533, y-100=895, id=Shinkai, entity-type=oil-tanker, value=10, speed=3.0, heading=69, direction=east, cargo=refined petroleum, country=Japan, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=Fukuoka, previous-port=Nagasaki])
      80,909: B1<-C11: target-info([day=1, hour=20, minute=0, total-minute=1200, latitude=33.950857, longitude=130.397083, x=16, y=8, x-100=1649, y-100=809, id=Seabreeze, entity-type=oil-tanker, value=10, speed=0.0, heading=179, direction=south, cargo=crude oil, country=South Korea, info-type=update-target, source-sensor=ais-sensor, port-achieved=true, port-id=Fukuoka, previous-port=Busan])
      81,916: B1<-C11: target-info([day=1, hour=20, minute=15, total-minute=1215, latitude=33.758857, longitude=130.07625, x=15, y=8, x-100=1539, y-100=893, id=Shinkai, entity-type=oil-tanker, value=10, speed=6.0, heading=69, direction=east, cargo=refined petroleum, country=Japan, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=Fukuoka, previous-port=Nagasaki])
      81,917: B1<-C11: target-info([day=1, hour=20, minute=15, total-minute=1215, latitude=33.950857, longitude=130.397083, x=16, y=8, x-100=1649, y-100=809, id=Seabreeze, entity-type=oil-tanker, value=10, speed=0.0, heading=179, direction=south, cargo=crude oil, country=South Korea, info-type=update-target, source-sensor=ais-sensor, port-achieved=true, port-id=Fukuoka, previous-port=Busan])
      82,924: B1<-C11: target-info([day=1, hour=20, minute=30, total-minute=1230, latitude=33.763429, longitude=130.09375, x=15, y=8, x-100=1545, y-100=891, id=Shinkai, entity-type=oil-tanker, value=10, speed=6.0, heading=69, direction=east, cargo=refined petroleum, country=Japan, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=Fukuoka, previous-port=Nagasaki])
      82,925: B1<-C11: target-info([day=1, hour=20, minute=30, total-minute=1230, latitude=33.950857, longitude=130.397083, x=16, y=8, x-100=1649, y-100=809, id=Seabreeze, entity-type=oil-tanker, value=10, speed=0.0, heading=179, direction=south, cargo=crude oil, country=South Korea, info-type=update-target, source-sensor=ais-sensor, port-achieved=true, port-id=Fukuoka, previous-port=Busan])
      83,932: B1<-C11: target-info([day=1, hour=20, minute=45, total-minute=1245, latitude=33.768, longitude=130.11125, x=15, y=8, x-100=1551, y-100=889, id=Shinkai, entity-type=oil-tanker, value=10, speed=6.0, heading=69, direction=east, cargo=refined petroleum, country=Japan, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=Fukuoka, previous-port=Nagasaki])
      83,933: B1<-C11: target-info([day=1, hour=20, minute=45, total-minute=1245, latitude=33.950857, longitude=130.397083, x=16, y=8, x-100=1649, y-100=809, id=Seabreeze, entity-type=oil-tanker, value=10, speed=0.0, heading=179, direction=south, cargo=crude oil, country=South Korea, info-type=update-target, source-sensor=ais-sensor, port-achieved=true, port-id=Fukuoka, previous-port=Busan])
      84,941: B1<-C11: target-info([day=1, hour=21, minute=0, total-minute=1260, latitude=33.772571, longitude=130.12875, x=15, y=8, x-100=1557, y-100=887, id=Shinkai, entity-type=oil-tanker, value=10, speed=6.0, heading=69, direction=east, cargo=refined petroleum, country=Japan, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=Fukuoka, previous-port=Nagasaki])
      84,942: B1<-C11: target-info([day=1, hour=21, minute=0, total-minute=1260, latitude=33.948571, longitude=130.388333, x=16, y=8, x-100=1646, y-100=810, id=Seabreeze, entity-type=oil-tanker, value=10, speed=3.0, heading=301, direction=west, cargo=crude oil, country=South Korea, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=none, previous-port=Fukuoka])
      85,952: B1<-C11: target-info([day=1, hour=21, minute=15, total-minute=1275, latitude=33.955429, longitude=130.37375, x=16, y=8, x-100=1641, y-100=807, id=Seabreeze, entity-type=oil-tanker, value=10, speed=6.0, heading=301, direction=west, cargo=crude oil, country=South Korea, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=none, previous-port=Fukuoka])
      85,953: B1<-C11: target-info([day=1, hour=21, minute=15, total-minute=1275, latitude=33.777143, longitude=130.14625, x=15, y=8, x-100=1563, y-100=885, id=Shinkai, entity-type=oil-tanker, value=10, speed=6.0, heading=69, direction=east, cargo=refined petroleum, country=Japan, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=Fukuoka, previous-port=Nagasaki])
      86,971: B1<-C11: target-info([day=1, hour=21, minute=30, total-minute=1290, latitude=33.781714, longitude=130.16375, x=15, y=8, x-100=1569, y-100=883, id=Shinkai, entity-type=oil-tanker, value=10, speed=6.0, heading=69, direction=east, cargo=refined petroleum, country=Japan, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=Fukuoka, previous-port=Nagasaki])
      86,972: B1<-C11: target-info([day=1, hour=21, minute=30, total-minute=1290, latitude=33.962286, longitude=130.359167, x=16, y=8, x-100=1636, y-100=804, id=Seabreeze, entity-type=oil-tanker, value=10, speed=6.0, heading=301, direction=west, cargo=crude oil, country=South Korea, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=Busan, previous-port=Fukuoka])
      87,981: B1<-C11: target-info([day=1, hour=21, minute=45, total-minute=1305, latitude=33.969143, longitude=130.344583, x=16, y=8, x-100=1631, y-100=801, id=Seabreeze, entity-type=oil-tanker, value=10, speed=6.0, heading=301, direction=west, cargo=crude oil, country=South Korea, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=Busan, previous-port=Fukuoka])
      87,982: B1<-C11: target-info([day=1, hour=21, minute=45, total-minute=1305, latitude=33.786286, longitude=130.18125, x=15, y=8, x-100=1575, y-100=881, id=Shinkai, entity-type=oil-tanker, value=10, speed=6.0, heading=69, direction=east, cargo=refined petroleum, country=Japan, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=Fukuoka, previous-port=Nagasaki])
      88,991: B1<-C11: target-info([day=1, hour=22, minute=0, total-minute=1320, latitude=33.976, longitude=130.33, x=16, y=7, x-100=1626, y-100=798, id=Seabreeze, entity-type=oil-tanker, value=10, speed=6.0, heading=301, direction=west, cargo=crude oil, country=South Korea, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=Busan, previous-port=Fukuoka])
      88,992: B1<-C11: target-info([day=1, hour=22, minute=0, total-minute=1320, latitude=33.790857, longitude=130.19875, x=15, y=8, x-100=1581, y-100=879, id=Shinkai, entity-type=oil-tanker, value=10, speed=6.0, heading=69, direction=east, cargo=refined petroleum, country=Japan, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=Fukuoka, previous-port=Nagasaki])
      89,1001: B1<-C11: target-info([day=1, hour=22, minute=15, total-minute=1335, latitude=33.996571, longitude=130.28625, x=16, y=7, x-100=1611, y-100=789, id=Seabreeze, entity-type=oil-tanker, value=10, speed=18.0, heading=301, direction=west, cargo=crude oil, country=South Korea, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=Busan, previous-port=Fukuoka])
      89,1002: B1<-C11: target-info([day=1, hour=22, minute=15, total-minute=1335, latitude=33.795429, longitude=130.21625, x=15, y=8, x-100=1587, y-100=877, id=Shinkai, entity-type=oil-tanker, value=10, speed=6.0, heading=69, direction=east, cargo=refined petroleum, country=Japan, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=Fukuoka, previous-port=Nagasaki])
      90,1011: B1<-C11: target-info([day=1, hour=22, minute=30, total-minute=1350, latitude=34.017143, longitude=130.2425, x=15, y=7, x-100=1596, y-100=780, id=Seabreeze, entity-type=oil-tanker, value=10, speed=18.0, heading=301, direction=west, cargo=crude oil, country=South Korea, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=Busan, previous-port=Fukuoka])
      90,1012: B1<-C11: target-info([day=1, hour=22, minute=30, total-minute=1350, latitude=33.8, longitude=130.23375, x=15, y=8, x-100=1593, y-100=875, id=Shinkai, entity-type=oil-tanker, value=10, speed=6.0, heading=69, direction=east, cargo=refined petroleum, country=Japan, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=Fukuoka, previous-port=Nagasaki])
      91,1021: B1<-C11: target-info([day=1, hour=22, minute=45, total-minute=1365, latitude=34.037714, longitude=130.160833, x=15, y=7, x-100=1568, y-100=771, id=Seabreeze, entity-type=oil-tanker, value=10, speed=15.0, heading=275, direction=west, cargo=crude oil, country=South Korea, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=none, previous-port=Fukuoka])
      91,1022: B1<-C11: target-info([day=1, hour=22, minute=45, total-minute=1365, latitude=33.804571, longitude=130.25125, x=15, y=8, x-100=1599, y-100=873, id=Shinkai, entity-type=oil-tanker, value=10, speed=6.0, heading=69, direction=east, cargo=refined petroleum, country=Japan, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=Fukuoka, previous-port=Nagasaki])
      92,1032: B1<-C11: target-info([day=1, hour=23, minute=0, total-minute=1380, latitude=34.044571, longitude=130.073333, x=15, y=7, x-100=1538, y-100=768, id=Seabreeze, entity-type=oil-tanker, value=10, speed=30.0, heading=275, direction=west, cargo=crude oil, country=South Korea, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=none, previous-port=Fukuoka])
      92,1033: B1<-C11: target-info([day=1, hour=23, minute=0, total-minute=1380, latitude=33.809143, longitude=130.26875, x=16, y=8, x-100=1605, y-100=871, id=Shinkai, entity-type=oil-tanker, value=10, speed=3.0, heading=65, direction=east, cargo=refined petroleum, country=Japan, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=Fukuoka, previous-port=Nagasaki])
      93,1052: B1<-C11: target-info([day=1, hour=23, minute=15, total-minute=1395, latitude=34.051429, longitude=129.985833, x=15, y=7, x-100=1508, y-100=765, id=Seabreeze, entity-type=oil-tanker, value=10, speed=30.0, heading=275, direction=west, cargo=crude oil, country=South Korea, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=Tsushima, previous-port=Fukuoka])
      93,1053: B1<-C11: target-info([day=1, hour=23, minute=15, total-minute=1395, latitude=33.809143, longitude=130.26875, x=16, y=8, x-100=1605, y-100=871, id=Shinkai, entity-type=oil-tanker, value=10, speed=0.0, heading=65, direction=east, cargo=refined petroleum, country=Japan, info-type=update-target, source-sensor=ais-sensor, port-achieved=true, port-id=Fukuoka, previous-port=Nagasaki])
      94,1060: B1<-C11: target-info([day=1, hour=23, minute=30, total-minute=1410, latitude=33.809143, longitude=130.26875, x=16, y=8, x-100=1605, y-100=871, id=Shinkai, entity-type=oil-tanker, value=10, speed=0.0, heading=65, direction=east, cargo=refined petroleum, country=Japan, info-type=update-target, source-sensor=ais-sensor, port-achieved=true, port-id=Fukuoka, previous-port=Nagasaki])
      94,1061: B1<-C11: target-info([day=1, hour=23, minute=30, total-minute=1410, latitude=34.058286, longitude=129.898333, x=14, y=7, x-100=1478, y-100=762, id=Seabreeze, entity-type=oil-tanker, value=10, speed=30.0, heading=275, direction=west, cargo=crude oil, country=South Korea, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=Tsushima, previous-port=Fukuoka])
      95,1068: B1<-C11: target-info([day=1, hour=23, minute=45, total-minute=1425, latitude=34.062857, longitude=129.845833, x=14, y=7, x-100=1460, y-100=760, id=Seabreeze, entity-type=oil-tanker, value=10, speed=18.0, heading=275, direction=west, cargo=crude oil, country=South Korea, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=Tsushima, previous-port=Fukuoka])
      95,1069: B1<-C11: target-info([day=1, hour=23, minute=45, total-minute=1425, latitude=33.809143, longitude=130.26875, x=16, y=8, x-100=1605, y-100=871, id=Shinkai, entity-type=oil-tanker, value=10, speed=0.0, heading=65, direction=east, cargo=refined petroleum, country=Japan, info-type=update-target, source-sensor=ais-sensor, port-achieved=true, port-id=Fukuoka, previous-port=Nagasaki])
      96,1076: B1<-C11: target-info([day=2, hour=0, minute=0, total-minute=1440, latitude=33.809143, longitude=130.26875, x=16, y=8, x-100=1605, y-100=871, id=Shinkai, entity-type=oil-tanker, value=10, speed=0.0, heading=65, direction=east, cargo=refined petroleum, country=Japan, info-type=update-target, source-sensor=ais-sensor, port-achieved=true, port-id=Fukuoka, previous-port=Nagasaki])
      96,1077: B1<-C11: target-info([day=2, hour=0, minute=0, total-minute=1440, latitude=34.067429, longitude=129.793333, x=14, y=7, x-100=1442, y-100=758, id=Seabreeze, entity-type=oil-tanker, value=10, speed=18.0, heading=275, direction=west, cargo=crude oil, country=South Korea, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=Tsushima, previous-port=Fukuoka])
      97,1084: B1<-C11: target-info([day=2, hour=0, minute=15, total-minute=1455, latitude=34.072, longitude=129.740833, x=14, y=7, x-100=1424, y-100=756, id=Seabreeze, entity-type=oil-tanker, value=10, speed=18.0, heading=275, direction=west, cargo=crude oil, country=South Korea, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=Tsushima, previous-port=Fukuoka])
      97,1085: B1<-C11: target-info([day=2, hour=0, minute=15, total-minute=1455, latitude=33.809143, longitude=130.26875, x=16, y=8, x-100=1605, y-100=871, id=Shinkai, entity-type=oil-tanker, value=10, speed=0.0, heading=65, direction=east, cargo=refined petroleum, country=Japan, info-type=update-target, source-sensor=ais-sensor, port-achieved=true, port-id=Fukuoka, previous-port=Nagasaki])
      98,1093: B1<-C11: target-info([day=2, hour=0, minute=30, total-minute=1470, latitude=34.076571, longitude=129.688333, x=14, y=7, x-100=1406, y-100=754, id=Seabreeze, entity-type=oil-tanker, value=10, speed=18.0, heading=275, direction=west, cargo=crude oil, country=South Korea, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=Tsushima, previous-port=Fukuoka])
      98,1094: B1<-C11: target-info([day=2, hour=0, minute=30, total-minute=1470, latitude=33.818286, longitude=130.274583, x=16, y=8, x-100=1607, y-100=867, id=Shinkai, entity-type=oil-tanker, value=10, speed=3.0, heading=336, direction=north, cargo=refined petroleum, country=Japan, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=none, previous-port=Fukuoka])
      99,1104: B1<-C11: target-info([day=2, hour=0, minute=45, total-minute=1485, latitude=34.081143, longitude=129.635833, x=13, y=7, x-100=1388, y-100=752, id=Seabreeze, entity-type=oil-tanker, value=10, speed=18.0, heading=275, direction=west, cargo=crude oil, country=South Korea, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=Tsushima, previous-port=Fukuoka])
      99,1105: B1<-C11: target-info([day=2, hour=0, minute=45, total-minute=1485, latitude=33.829714, longitude=130.26875, x=16, y=8, x-100=1605, y-100=862, id=Shinkai, entity-type=oil-tanker, value=10, speed=6.0, heading=336, direction=north, cargo=refined petroleum, country=Japan, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=none, previous-port=Fukuoka])
      100,1123: B1<-C11: target-info([day=2, hour=1, minute=0, total-minute=1500, latitude=34.081143, longitude=129.618333, x=13, y=7, x-100=1382, y-100=752, id=Seabreeze, entity-type=oil-tanker, value=10, speed=3.0, heading=271, direction=west, cargo=crude oil, country=South Korea, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=Tsushima, previous-port=Fukuoka])
      100,1124: B1<-C11: target-info([day=2, hour=1, minute=0, total-minute=1500, latitude=33.841143, longitude=130.262917, x=16, y=8, x-100=1603, y-100=857, id=Shinkai, entity-type=oil-tanker, value=10, speed=6.0, heading=336, direction=north, cargo=refined petroleum, country=Japan, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=Busan, previous-port=Fukuoka])
      101,1133: B1<-C11: target-info([day=2, hour=1, minute=15, total-minute=1515, latitude=34.081143, longitude=129.600833, x=13, y=7, x-100=1376, y-100=752, id=Seabreeze, entity-type=oil-tanker, value=10, speed=6.0, heading=271, direction=west, cargo=crude oil, country=South Korea, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=Tsushima, previous-port=Fukuoka])
      101,1134: B1<-C11: target-info([day=2, hour=1, minute=15, total-minute=1515, latitude=33.852571, longitude=130.257083, x=16, y=8, x-100=1601, y-100=852, id=Shinkai, entity-type=oil-tanker, value=10, speed=6.0, heading=336, direction=north, cargo=refined petroleum, country=Japan, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=Busan, previous-port=Fukuoka])
      102,1143: B1<-C11: target-info([day=2, hour=1, minute=30, total-minute=1530, latitude=33.864, longitude=130.25125, x=15, y=8, x-100=1599, y-100=847, id=Shinkai, entity-type=oil-tanker, value=10, speed=6.0, heading=336, direction=north, cargo=refined petroleum, country=Japan, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=Busan, previous-port=Fukuoka])
      102,1144: B1<-C11: target-info([day=2, hour=1, minute=30, total-minute=1530, latitude=34.081143, longitude=129.583333, x=13, y=7, x-100=1370, y-100=752, id=Seabreeze, entity-type=oil-tanker, value=10, speed=6.0, heading=271, direction=west, cargo=crude oil, country=South Korea, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=Tsushima, previous-port=Fukuoka])
      103,1153: B1<-C11: target-info([day=2, hour=1, minute=45, total-minute=1545, latitude=34.081143, longitude=129.565833, x=13, y=7, x-100=1364, y-100=752, id=Seabreeze, entity-type=oil-tanker, value=10, speed=6.0, heading=271, direction=west, cargo=crude oil, country=South Korea, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=Tsushima, previous-port=Fukuoka])
      103,1154: B1<-C11: target-info([day=2, hour=1, minute=45, total-minute=1545, latitude=33.875429, longitude=130.245417, x=15, y=8, x-100=1597, y-100=842, id=Shinkai, entity-type=oil-tanker, value=10, speed=6.0, heading=336, direction=north, cargo=refined petroleum, country=Japan, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=Busan, previous-port=Fukuoka])
      104,1163: B1<-C11: target-info([day=2, hour=2, minute=0, total-minute=1560, latitude=34.081143, longitude=129.548333, x=13, y=7, x-100=1358, y-100=752, id=Seabreeze, entity-type=oil-tanker, value=10, speed=6.0, heading=271, direction=west, cargo=crude oil, country=South Korea, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=Tsushima, previous-port=Fukuoka])
      104,1164: B1<-C11: target-info([day=2, hour=2, minute=0, total-minute=1560, latitude=33.886857, longitude=130.239583, x=15, y=8, x-100=1595, y-100=837, id=Shinkai, entity-type=oil-tanker, value=10, speed=6.0, heading=336, direction=north, cargo=refined petroleum, country=Japan, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=Busan, previous-port=Fukuoka])
      105,1173: B1<-C11: target-info([day=2, hour=2, minute=15, total-minute=1575, latitude=33.898286, longitude=130.23375, x=15, y=8, x-100=1593, y-100=832, id=Shinkai, entity-type=oil-tanker, value=10, speed=6.0, heading=336, direction=north, cargo=refined petroleum, country=Japan, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=Busan, previous-port=Fukuoka])
      105,1174: B1<-C11: target-info([day=2, hour=2, minute=15, total-minute=1575, latitude=34.081143, longitude=129.530833, x=13, y=7, x-100=1352, y-100=752, id=Seabreeze, entity-type=oil-tanker, value=10, speed=6.0, heading=271, direction=west, cargo=crude oil, country=South Korea, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=Tsushima, previous-port=Fukuoka])
      106,1183: B1<-C11: target-info([day=2, hour=2, minute=30, total-minute=1590, latitude=34.081143, longitude=129.513333, x=13, y=7, x-100=1346, y-100=752, id=Seabreeze, entity-type=oil-tanker, value=10, speed=6.0, heading=271, direction=west, cargo=crude oil, country=South Korea, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=Tsushima, previous-port=Fukuoka])
      106,1184: B1<-C11: target-info([day=2, hour=2, minute=30, total-minute=1590, latitude=33.909714, longitude=130.227917, x=15, y=8, x-100=1591, y-100=827, id=Shinkai, entity-type=oil-tanker, value=10, speed=6.0, heading=336, direction=north, cargo=refined petroleum, country=Japan, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=Busan, previous-port=Fukuoka])
      107,1193: B1<-C11: target-info([day=2, hour=2, minute=45, total-minute=1605, latitude=33.923429, longitude=130.222083, x=15, y=8, x-100=1589, y-100=821, id=Shinkai, entity-type=oil-tanker, value=10, speed=3.0, heading=332, direction=north, cargo=refined petroleum, country=Japan, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=Busan, previous-port=Fukuoka])
      107,1194: B1<-C11: target-info([day=2, hour=2, minute=45, total-minute=1605, latitude=34.081143, longitude=129.495833, x=13, y=7, x-100=1340, y-100=752, id=Seabreeze, entity-type=oil-tanker, value=10, speed=6.0, heading=271, direction=west, cargo=crude oil, country=South Korea, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=Tsushima, previous-port=Fukuoka])
      108,1203: B1<-C11: target-info([day=2, hour=3, minute=0, total-minute=1620, latitude=33.934857, longitude=130.213333, x=15, y=8, x-100=1586, y-100=816, id=Shinkai, entity-type=oil-tanker, value=10, speed=6.0, heading=332, direction=north, cargo=refined petroleum, country=Japan, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=Busan, previous-port=Fukuoka])
      108,1204: B1<-C11: target-info([day=2, hour=3, minute=0, total-minute=1620, latitude=34.081143, longitude=129.478333, x=13, y=7, x-100=1334, y-100=752, id=Seabreeze, entity-type=oil-tanker, value=10, speed=6.0, heading=271, direction=west, cargo=crude oil, country=South Korea, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=Tsushima, previous-port=Fukuoka])
      109,1213: B1<-C11: target-info([day=2, hour=3, minute=15, total-minute=1635, latitude=34.081143, longitude=129.460833, x=13, y=7, x-100=1328, y-100=752, id=Seabreeze, entity-type=oil-tanker, value=10, speed=6.0, heading=271, direction=west, cargo=crude oil, country=South Korea, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=Tsushima, previous-port=Fukuoka])
      109,1214: B1<-C11: target-info([day=2, hour=3, minute=15, total-minute=1635, latitude=33.946286, longitude=130.204583, x=15, y=8, x-100=1583, y-100=811, id=Shinkai, entity-type=oil-tanker, value=10, speed=6.0, heading=332, direction=north, cargo=refined petroleum, country=Japan, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=Busan, previous-port=Fukuoka])
      110,1223: B1<-C11: target-info([day=2, hour=3, minute=30, total-minute=1650, latitude=33.957714, longitude=130.195833, x=15, y=8, x-100=1580, y-100=806, id=Shinkai, entity-type=oil-tanker, value=10, speed=6.0, heading=332, direction=north, cargo=refined petroleum, country=Japan, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=Busan, previous-port=Fukuoka])
      110,1224: B1<-C11: target-info([day=2, hour=3, minute=30, total-minute=1650, latitude=34.081143, longitude=129.443333, x=13, y=7, x-100=1322, y-100=752, id=Seabreeze, entity-type=oil-tanker, value=10, speed=6.0, heading=271, direction=west, cargo=crude oil, country=South Korea, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=Tsushima, previous-port=Fukuoka])
      111,1233: B1<-C11: target-info([day=2, hour=3, minute=45, total-minute=1665, latitude=33.969143, longitude=130.187083, x=15, y=8, x-100=1577, y-100=801, id=Shinkai, entity-type=oil-tanker, value=10, speed=6.0, heading=332, direction=north, cargo=refined petroleum, country=Japan, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=Busan, previous-port=Fukuoka])
      111,1234: B1<-C11: target-info([day=2, hour=3, minute=45, total-minute=1665, latitude=34.081143, longitude=129.425833, x=13, y=7, x-100=1316, y-100=752, id=Seabreeze, entity-type=oil-tanker, value=10, speed=6.0, heading=271, direction=west, cargo=crude oil, country=South Korea, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=Tsushima, previous-port=Fukuoka])
